,film,user,star,time,content
197,回到未来3,婴儿,力荐,2014-09-23,什么《星球大战》，什么《大白鲨》啊，统统都是小儿科。这三部真是无与伦比的好，每一个镜头到今天都透露着从空气分子涌出来的新鲜。这个剧本比我喜欢的比利怀尔德所有的作品加起来还要好。而且，在今后还有电影的未来，也依然不会有人能超过它了。因为这就是满分。
198,回到未来3,Echo,力荐,2010-11-04,Clint Eastwood哈哈哈
199,回到未来3,BananaSJJ,力荐,2018-07-07,陆陆续续把回到未来三部曲看完了，真的好感动，是我这些年来看过最可爱的电影了。从头到尾一点都没觉得中二，非常认真和严谨的电影，尊重过去现在和未来。越看到后面越喜欢博士和Marty，他们真的太正能量了，一个代表勇气和信任，一个代表智慧和希望，他们坚持改变自己命运，都是用实际行动去实现的。
200,我是谁,轻烟若凝,推荐,2008-07-21,看完这电影，集体学习非洲部落的拍打舞
201,我是谁,小木瓜呀,推荐,2011-06-08,成龙在屋顶喊，我是谁 的时候，我鼻子好酸。
202,我是谁,泊如我的爱,力荐,2006-08-10,有点老~但是成龙大哥的都喜欢~
203,我是谁,静以修…身,较差,2016-01-26,前面部分成龙当土著人民的时候我一度认为是不是电影少了一部分，情节突转，完全看不明白~成龙式特工的特点:并不体现出特工应有的智慧思维，仅仅是一个打不死的超级特工，彻头彻尾的功夫片，结尾总是成龙的个人秀，主干情节有点谍影重重的味道，特工失忆，但和外国特工片相比，有明显差异。😬
204,我是谁,秃顶穷逼贺弃疗,推荐,2011-07-29,从大楼上滑下来的那下太！！！！帅！！！！
205,我是谁,无咎,推荐,2014-03-22,急救中蛇毒的车手、飙车、鞋子大战、捐款给儿童基金会、楼顶“计时赛”、从楼顶滑下，这些片段有的搞笑好玩、有的惊险刺激，都是挺经典的，背景音乐也很有味道，而且难得剧情也不错，（貌似电影里面的中情局都是一群巧取豪夺的混蛋）不足之处是有点太拖沓，如果再紧凑一点，感觉会更好，四星吧
206,我是谁,鬼腳七,推荐,2010-06-30,动作段落是多经典
207,我是谁,糯隐糯现段朕朕,力荐,2008-10-16,后来应该都被当作成龙了吧。 如果小孩子们把成龙换掉的话。。。    其实who am i 整个故事模本我都记得起。
208,我是谁,西瓜女士,还行,2011-11-07,我只记得  成龙的三菱帕杰罗    
209,我是谁,紫松,还行,2008-05-01,我是谁是谁，谁是我是我
210,我是谁,浩子菌,力荐,2014-11-10,小时候看的，当年对于我来说，简直是一部神片呀！
211,我是谁,想我说yes,还行,2012-01-04,海报很吸引眼球，哈哈。
212,我是谁,Gloria,推荐,2011-05-05,成龙的电影基本上都看过，而且都还不错。
213,我是谁,泰式電影請上菜,还行,2011-05-27,成龍的戲碼怎麼都是這類的...
214,我是谁,[已注销],推荐,2010-11-17,在沙漠里的那段很搞笑， 这次是沙漠的越野啊 ， 喜欢 ~ 赞 
215,我是谁,山豆犬,推荐,2008-03-16,小时候买盗版碟看的电影直呼过瘾没有爱情没有香艳的女人只有成龙不歇的打斗
216,我是谁,lulujiang,推荐,2012-03-02,噢，这个必须打四星的，那时候笑倒无数次。不过就是不太理解，为毛叫小日本来演女主，还两个都是小日本，说话那两位长得还都不怎么样。
217,我是谁,本味何知,推荐,2020-07-12,身份认同的隐喻也许有，但从片子本身来看真挺不起眼的，甚至像在拿那事开玩笑，成龙快乐楼才是亮点。
218,我是谁,影毒肥佬,推荐,2013-12-19,"陈木胜 拍出最好的成龍電影. who am i, 我每天都這樣問自己三百遍......."
219,我是谁,爱看电影的少年,推荐,2018-01-27,真的非常的好看，没毛病经典哦⊙∀⊙！
220,追随,萌发奇想,推荐,2018-03-16,那么喜欢诺兰，却现在才看他的这部经典处女作！主要也是非线式结构的叙事现今已经看过较多，很可能不再有惊艳之感了。追随加入了很多黑色元素，讲了一个连环计、骗中骗一样的故事。亮点更在于打破传统常规化的线性叙事或者倒叙插叙的讲述方式来说故事，打乱时间线再加入反转，诺兰玩的最嗨！
221,追随,TOWNE,力荐,2012-12-07,被盜那家房門上的蝙蝠俠logo，以及從Following到Batman Begins的諾蘭他叔以及Lucy Russell。這個不世之才的處女神作，七年之後的不朽三部曲早現端倪。
222,追随,阿吉娃娃,力荐,2011-07-11,大师就是大师，紧张紧凑的剧情，悬疑到最后才获解。是完美谋杀，还是双重人格，各有定论却都言之凿凿。Nolan把悬疑片拍到了极致，他是我最喜欢的导演，没有之一。比起记忆碎片，我更喜欢这部，momento太过强调技巧性的花哨了
223,追随,大灰狼的兔,力荐,2013-01-11,一个天才级导演的伟大和野心，看他的处女作就看出来了。69分钟，三个主要人物，一个峰回路转的故事，这就是诺兰和他即将展开的梦想。
224,追随,八部半,推荐,2008-10-20,故事分成了三段，每一段都平行向前发展，某一段的结尾可能是另一段开头。这就是‘失忆’前的‘尾随’。
225,追随,seeme | 北北,力荐,2009-08-28,大导演的处女作，虽然短，但是结构足见个人风范。虽然故事没有记忆碎片那么复杂。每个人都有一个盛载秘密的盒子。
226,追随,leonid,推荐,2011-12-11,1，正如老李所说，一个悬念故事，切成几段错开排列；2，片中那个牛逼人叫Cobb，和盗梦里的迪卡普里奥一样，诺兰以此纪念自己的执着么；3，此Cobb长的好像冰与火之歌里的侏儒，刚得艾美奖那个
227,追随,按时对话法,推荐,2016-08-12,flamboyant technique but confusing，yet superb for a no-budget film
228,追随,曼靑,推荐,2020-02-20,电影里的盗窃犯是个讲究人，他盗窃观也很讲究，比如「虽然你行的是鸡鸣狗盗之事，但也不用摆出一副鸡鸣狗盗之相」、再比如「你若不把东西拿走，他们就不会意识到拥有过什么」。其实电影名译作《跟踪》会更贴切一些，《追随》给我的第一感觉是因为某一种信仰而虔诚同行的故事。二十多年前的悬疑片，现在看来却依然觉得很高级。作出黑白电影的质感、甚至是手持镜头，但是视觉效果上却一点也没有受到影响，反而有一种复古的高级感。诺兰就是诺兰，70分钟不停的反转、毫无废笔，他的处女作就已经是很多人一生无法企及的巅峰了。没有双重人格和精神分裂，单靠着一个精妙的局中局阴谋就撑起了整个故事。
229,追随,康报虹,力荐,2016-01-24,正如侯孝贤所说的那样：每个导演一生只拍了一部电影。从处女作就能充分看出诺兰的主要特点，他的编剧能力，他的环形剪辑。这样的导演注定会被全世界人民喜欢。
230,追随,Merov Mugatu!,还行,2012-12-07,Not in a mood to figure it out……
231,追随,max,推荐,2015-07-13,漏洞太多；从金发视角，她明知秃头危险，仍要勒索他，甚至协助Cobb骗主角去他的酒吧行窃以期当场人赃俱获，首先，主角只是扔给警察的幌子，那为什么要偷秃头而不是其他相对安全的目标，其次，主角被捕招供后，她认为秃头会怎么想？从Cobb视角，他只需要一个替罪羊，某个有前科的小偷再好不过，模仿该小偷，再栽赃他，但他偏偏选了我们的主角，而他的计划能否成功，则与主角是否会继续跟踪他，可否有胆一同行窃、会复制他的发型和衣着与否、能否通过区区照片就被金发深深吸引等息息相关，走错一步，就得走更多的弯路，唯一好处是强化了主角和金发关系的相关证据，但依旧有更简单有效的解决方案；从主角视角，主角真是蠢得恰到好处，正中秃头和Cobb下怀；编剧设了个大局，自己却晕头转向；剧情推进依赖台词，大多奏效，但偶有装腔作势和生硬解释
232,追随,夜摩刀,力荐,2012-09-03,【所以要紧紧守好自己的小盒子，别失去它，也不要打开来给别人看。这是我看过最好的处女作】
233,追随,HsvEvnX,力荐,2013-01-13,诺兰大神6000美元的处女长片。黑白、非线性、开放结局，牛逼！似乎是人格分裂又似乎不是……结尾消失神了！
234,追随,Lunar C.,暂未评价,2014-09-15,大概20多岁没有工作的人都认为自己是作家、画家或者摄影师。
235,追随,NANA東,还行,2012-08-31,由于喜爱诺兰翻出来他这第一部电影看看，几乎是在零成本下完成的，整部影片只使用了一支16mm摄影机和一盏灯，诺兰一人独揽了编剧导演摄影，还兼任制片，可以说是一部学生电影。所以说天才总是一开始就已注定是天才。
236,追随,糯木,力荐,2012-06-08,闪闪牛逼照我心...1.看了开头我忽然想，如果将来我不幸无聊了也拍了一部视频，那一定要是黑白的。2.看了结尾我发现此人的最牛逼之处在于，他总能保持让一部分观众冒出“这其实从头到尾都只是主角的一个梦!”这种怀疑世界的大胆想法…...
237,追随,joxxc,推荐,2011-02-04,终于下决心把诺兰处女作看掉了，由于是黑白片而且剪辑过场粗糙前50分钟几乎很平淡，但结尾相当精彩。诺兰从第一部片就没想着要正常的叙述一个故事，他的电影总是包含着一层又一层的叙诡。（里面的配乐真是令人发指，那段像机器卡壳一样的嗡嗡声实在难以接受，居然还反复出现，太闹心了）
238,追随,恣意的仙人掌,力荐,2012-12-13,终于看了诺兰的处女作，这下诺兰的所有长片就齐活了。6000美元成本的非线性叙事经典，诺兰留下了顺序的标记：长发男主、短发男主、受伤男主。发现很多导演都喜欢用进入别人房间这样的母题，颇有希区柯克和黑色电影遗风。
239,追随,幸运卢克,力荐,2011-03-12,几次转折做的太漂亮了，不是为了转折而转折！
240,鹿鼎记2：神龙教,昵称不好起5555,推荐,2020-07-02,邱淑贞我真的觉得这是最适合她的角色了，俏皮又可爱，虽然这部她不是女主，青霞姐姐意外的跟星爷也很配，一夫多妻大概只有小宝能做到不讨人厌。另外最后那段东方不败的恶搞我真的超爱，邱淑贞就是最可爱的爱姬没错了！
241,鹿鼎记2：神龙教,Puppey,推荐,2011-08-08,看的粤语版，果断觉得少了石班瑜的配音，星爷就不完整了。
242,鹿鼎记2：神龙教,小鱼,力荐,2010-12-25,星爷早期的电影都蛮经典的
243,鹿鼎记2：神龙教,上个世纪的人,推荐,2013-10-18,恶趣味重口味，想象力也不错
244,鹿鼎记2：神龙教,猫,力荐,2010-12-10,2也收到高清咯  活活
245,鹿鼎记2：神龙教,獰貓色碾兔猻黑,较差,2017-06-06,美女超多情節也搞笑，但背後的價值觀真的就……特別厭女。首先那個男人通過啪啪啪就能得到女人八成功力的設定就噁心到我了，然後那麼多優秀的女性毫無徵兆地忽然就愛上韋小寶，以身相許從此任勞任怨不離不棄，被利用、打罵、劈腿也忍氣吞聲……論傑克蘇妄想症，原著我都不服就服王晶。
246,鹿鼎记2：神龙教,梅阿查Raul.东,较差,2010-10-06,星爷我最不喜欢的就是 鹿鼎记
247,鹿鼎记2：神龙教,kee,推荐,2010-09-24,N年前看过一次，现在不太记得了，不过90年代的星爷古装作品都是好好笑的。
248,鹿鼎记2：神龙教,尾巴,还行,2012-09-03,很少是笑點。不明白崔看到什麼。嘆。學廣東話了吧。
249,鹿鼎记2：神龙教,缚悉底,暂未评价,2007-06-14,一入江湖岁月催。
250,鹿鼎记2：神龙教,极度深寒,推荐,2012-07-05,1992年(这一年是周星驰年)　　 因香港当年度十大卖座影片中周星驰占了七个，并且前五名被周星驰包揽，更凭又一次打破票房记录的《审死官》获得亚太影展影帝大奖，所以这一年被影坛称为“周星驰年”。 
251,鹿鼎记2：神龙教,Lane_,推荐,2012-06-04,第二经典的版本吧～
252,鹿鼎记2：神龙教,尿水遥遥,暂未评价,2011-07-09,这类片子都好看的啊。。。
253,鹿鼎记2：神龙教,ketchup茄醬兒,还行,2010-01-11,早期的星爷，把无厘头做的太极致了，以致现在大家都不能摆脱对他的看法。
254,鹿鼎记2：神龙教,zivin4,较差,2012-03-04,比第一集差远了
255,鹿鼎记2：神龙教,queenie,较差,2006-02-04,cos《东方不败》的那一段……绝倒~其余的就可以忽略了
256,鹿鼎记2：神龙教,淙岩,暂未评价,2011-10-04,话说 韦小宝 这个角色 我还是最喜欢 陈小春 那版的~ 
257,鹿鼎记2：神龙教,Comel,还行,2008-08-31,不如第一部潇洒，精力都花在情节和收尾了
258,鹿鼎记2：神龙教,疯狂的橘子,力荐,2016-10-19,多年后评价星爷，怎么都觉得自己很渺小
259,鹿鼎记2：神龙教,ɞɞɞ,还行,2020-08-27,张敏的角色龙儿换青霞演了耶。死色批。三俗梗真多啊。我爱一条柴🙄什么鬼，康熙年间哪儿有贾宝玉😶又断臂，连着看了俩断臂（倩女幽魂2 左千户)，再加上龙儿，分分钟出戏到神雕侠侣，跟隔壁东方不败只隔了三个月，这都玩梗😂同一个导演就这么玩么？青霞在片场不知道看到是什么表情😂好和风的服装。招式完全就是乱几把用😂算了算了。这皇帝也喜欢抓jj哇，想起来半泽里的那个谁了。
260,侏罗纪公园2：失落的世界,长胡子的心脏,还行,2013-08-26,难怪史匹堡不再拍3了，属实这个项目意境变味儿。在1的惊奇过后，2完全流于狂蟒之灾型的人兽大战。人物依旧暗淡，同时故事性趣味性和惊险程度都非常弱。场景设计的也不好。
261,侏罗纪公园2：失落的世界,andybluea,还行,2012-07-25,相对于第一部来说的确差了很多 但是也不是那么不堪入目 还是值得一看
