,film,user,star,time,content
5079,海上钢琴师,康尽欢,力荐,2008-02-13,……我们没有你的勇气，我们只能依旧在人海中沉浮，抓紧或者松手，相逢或者失去。
5080,大话西游之大圣娶亲,斑斑点点,力荐,2017-04-13,情爱是一个永远说不完的话题。
5081,大话西游之大圣娶亲,Marcus,力荐,2017-04-13,小时候从未完完整整看过全片，有幸在今天重映的时候欣赏完这部豆瓣排名No.15的佳片，感慨万千。经典的台词听万遍都不觉得腻耳，95年的特效很有年代感，众多幽默元素的背后是对爱情极度深刻的认知，朱茵太美，“他好像条狗啊”，这一句如果是童年的自己肯定会笑出声，然而现在的我在电影院哭得像条狗。
5082,大话西游之大圣娶亲,做一件事很难吗,推荐,2018-03-20,朱茵在这部电影中 倾国倾城 貌若天仙 明眸皓齿 超凡脱俗 楚楚动人 点赞👍！
5083,大话西游之大圣娶亲,雨宫萤,推荐,2010-12-19,明明是部喜剧，却哭个不停。看完才知道这些年来为什么那么多人喜欢它。世间女子皆痴情。
5084,大话西游之大圣娶亲,铃儿响叮当,推荐,2017-02-10,一生所爱，错过了真的就没了
5085,大话西游之大圣娶亲,千层饼夹烤羊腿,较差,2020-01-05,什么年少不懂星爷，就一群成年人犯矫情用带入感看这部灯光烂、剧情简单无脑的电影。  至尊宝当时对紫霞是在撒谎，他要她的月光宝盒去找他的爱人……他的爱人不爱他才回去做了孙悟空……结果紫霞也爱不成了，落得当和尚取经的故事……一部渣男现世报电影么……  -2020.1.4电影频道重看感想-
5086,大话西游之大圣娶亲,笋岗一姐小渡边,力荐,2014-08-23,电影院《大话西游》座无虚席，有没看过的，也有看过几百遍还不过瘾的，比如我。它能让你笑得东倒西歪，也能把你哭得稀里哗啦，有的人看爱情，有的人看喜剧，有的人看宿命，有的人看电影，无论你想看什么。
5087,大话西游之大圣娶亲,喜欢吗~,力荐,2017-02-23,曾经，我们都希望喜欢的那个人，是个盖世英雄，有一天，他会踩着七彩祥云才找到自己。
5088,大话西游之大圣娶亲,王路,暂未评价,2017-04-13,对不起，我已经不欠你电影票了。
5089,大话西游之大圣娶亲,[已注销],力荐,2011-01-07,难受，没笑一次，结局哭了。爱一个人需要理由么？我的意中人是个盖世英雄，有一天他会踩着五彩祥云来接我。我猜中了前头，但却猜不到那个结局。 
5090,大话西游之大圣娶亲,大耳朵_,力荐,2017-03-22,小时候看个热闹，长大了看着伤心，我们对孙悟空的演绎多的已经数也数不清，周星驰的大圣确是这么与众不同。年龄越大越看不得悲伤的故事，人生太苦了
5091,大话西游之大圣娶亲,俺困,力荐,2013-02-11,重温一下，发现十几年前确实没看懂，最后一吻是还五百年前的一个句号啊。那时候的朱茵美的真是不像话。
5092,大话西游之大圣娶亲,嘀嗒,力荐,2017-05-08,五百年的穿梭，最后明白心里爱的是谁之后，便再也回不去那个原点。时间给了你一个玩笑，你拼命的想回去，用了一次又一次的般若般若密，可是月光宝盒扭转了时间却扭转不了命运，但从此以后你明白了一个道理，原来爱的对立面从来不是恨。
5093,大话西游之大圣娶亲,胖胖小君君,推荐,2017-02-15,很喜欢的一部电影，周星驰的电影我看的不多，这是为数不多的我来回观看的几部电影之一，为了爱的那么深的紫霞。电影里的紫霞仙子真是美哭啊
5094,大话西游之大圣娶亲,爱的镇魂歌,力荐,2015-01-05,面对两难的选择，至尊宝却选择了第三条路。那句广传的经典台词，第一遍念出时只是句美丽谎言，第二遍时才明白，被自己谎言蒙蔽的却是他自己。当金箍所缚撕心裂肺放开了紫霞的手时，一切歇斯底里此时皆晚矣。时空一晃五百年，还能做的只有不让另一个自己犯下同样的错误，留下一抹背影西去。
5095,大话西游之大圣娶亲,巧乐滋夜游,较差,2017-04-16,冷饭作！为什么我的电影票上写的是大话东游？
5096,大话西游之大圣娶亲,图图饶命,力荐,2017-04-18,永远不会过时的一部影片，被重新搬上大银屏也不足为奇啦！
5097,大话西游之大圣娶亲,某J。624,力荐,2011-05-03,爆笑了前半段，哭惨了结局。至尊宝拉着紫霞仙子的手不肯放，紧箍咒像是疯了似的收紧，他松开手，绝望到崩溃。她猜不到她的结局，他挽不回爱人的手，即使他是那样无所不能的至尊宝。
5098,大话西游之大圣娶亲,胡酷狗,力荐,2017-01-19,这才是我心中的大圣，放荡不羁，武能降妖，文能讲污段子。你说他不正经，可偏偏最知何可为何不可为。你说他绝情，可偏偏深情，你说他深情，可偏偏能斩断情丝。他不会优柔寡断，一根金棒行走天下无敌手。他是英雄。
5099,大话西游之大圣娶亲,了不起的花轮君,力荐,2014-11-04,太年轻的时候不该遇到真爱，那时候太渣太盲目，认不清自己的真心，可到认清的时候就只能错过了。紫霞线哭成傻逼，后半段哭得睁不开眼。就算被全片剧透还能哭成这样，果然是教科书般的纯爱片。
5100,大话西游之大圣娶亲,汪见殊,力荐,2013-02-20,最好的喜剧是让人在笑得喘不过气时还能痛不欲生。
5101,大话西游之大圣娶亲,GreenCui,很差,2017-07-31,真•过誉。从来没看一部评分如此高的电影这么失望过。不是看不懂的优秀，是俗套的无趣。无缘无故的爱情，姑娘们无缘无故的钟情，令人呕吐。剧情也是支离破碎莫名其妙。或许抛开开头感情线还可以令人动容，然而爱一个人怎么不需要理由？能看的就只有碎碎念的唐僧和美丽不可方物的朱茵。
5102,大话西游之大圣娶亲,一个甜椒Oli,力荐,2017-03-26,追求的是爱而不得。放弃的是肝肠寸断。总在追求寻找 却从不曾停下脚步转身抱抱一路追寻的人
5103,大话西游之大圣娶亲,梦里诗书,力荐,2015-03-30,这是一部港片黄金年华的时代经典，如若说《大话西游之月光宝盒》令人仅是忍俊不禁，那么《大话西游之大圣娶亲》则是笑中带泪，周星驰乍看渣作的伊始，猜中了开头，却猜不到这结局，结局处那一句“好像一条狗”，道尽了人艰不拆辛酸泪。
5104,大话西游之大圣娶亲,津五渡,力荐,2014-01-15,2017.4.19世贸天街星美。一生所爱音乐起，看得比第一遍懂了。白晶晶爱的是孙悟空，至尊宝爱的是白晶晶，紫霞爱的是至尊宝，等到至尊宝终于知道自已原来在追寻中已经爱上紫霞的时候，自己却不得不选择命运做回了孙悟空。苦海，翻起爱恨，在世间，命运不能更改，你看，那个人好像一条狗啊。
5105,大话西游之大圣娶亲,Acidflowersky.,较差,2017-04-21,以后谁再跟我说伟大的经典情怀必看什么的我就扇他。。
5106,大话西游之大圣娶亲,我不是服务器,推荐,2017-01-06,这里的朱茵简直太美了，特别喜欢朱茵长发的样子！这电影前期太搞笑，后期简直虐死！我印象最深的两句台词就是：我的意中人，他会驾着七彩祥云来娶我。曾经有一份真挚的感情摆在我面前，我没有珍惜，如果再给我一次机会，我一定会对那个女孩说一句我爱你，如果非要这份爱上加个期限，我希望是一万年！
5107,大话西游之大圣娶亲,heart,推荐,2018-03-19,紫霞仙子真的很美。以前看觉得很搞笑。现在却觉得很感动。
5108,大话西游之大圣娶亲,请保持高冷,推荐,2017-01-09,  至尊宝（周星驰）被月光宝盒带回到五百年前，遇见紫霞仙子（朱茵），被对方打上烙印成为对方的人，并发觉自己已变成孙悟空。
5109,大话西游之大圣娶亲,大志的小耳朵,力荐,2016-12-29,爱周星驰。星爷把电影要表达的思想巧妙融入通俗的故事情节中，用喜剧的方式呈现和传达，触动人心的柔软，有一种凄凉的美。
5110,大话西游之大圣娶亲,方兔挤,还行,2017-04-14,只想打3颗星的缘故多次放弃为这部电影打分，小时候的记忆中只有一些破碎的片段，重新看完发现依然是破碎的片段，逻辑情节安排得很玄幻。至尊宝和紫霞的感情实质就是上天安排，没有什么值得思考的，但“上天都这样安排了还不够你臭屁吗？”什么都不用努力就可以有个死心塌地的恋人，这有什么臭屁的？
5111,大话西游之大圣娶亲,白日梦患者,力荐,2017-04-14,看一次哭一次。紫霞在沙漠夕阳下落寞的神情是爱而不得，是无可奈何。城墙上的一吻，至尊宝变成了旁观者，让他回想起当时他拒绝亲紫霞的时候她有多难受。越是深情的人受伤越深，真的好心酸，没有过这种体验的人不会懂的，我是真的低到尘埃里，放弃尊严来爱你。还好他后悔了，他心疼了，于是你赢了。
5112,大话西游之大圣娶亲,Skuggi,暂未评价,2017-04-18,1995年的夏天我在虹口国际电影院看的。
5113,大话西游之大圣娶亲,birds,力荐,2012-12-01,抱住眼前的人，她不挣脱绝不放开。
5114,大话西游之大圣娶亲,苏幼,推荐,2017-03-21,果然还是经典的片好看
5115,大话西游之大圣娶亲,月涩,还行,2017-01-10,永远的紫霞仙子，太美了！还好结局完美！
5116,大话西游之大圣娶亲,大水冲了龙王庙,力荐,2017-02-21,星爷的经典，真的是看多少次都不会腻！可是现在。。。唉。。。
5117,大话西游之大圣娶亲,尾生,力荐,2014-06-11,终于完成了电影院听《一生所爱》的愿望，这么多年之后依旧要看到流泪。【电影资料馆】
5118,大话西游之大圣娶亲,三十八级台阶,较差,2016-03-27,我一直觉得硬把人生哲理安在这样一部片子上，是赋予了它本没有的深度，给予了它本不该受的荣光。
5119,大话西游之大圣娶亲,李随喜,较差,2017-04-16,好，挣不完的情怀消费。你就尽管隔两年在影院放一次。另外说一句，原版删掉的戏，是他妈有原因的！只有最后三分钟的花絮才是这个重映的真正价值，最后三分钟看着他们年轻的脸，想想看这些年刘镇伟、周星驰，愈发让人怅然若失。
5120,大话西游之大圣娶亲,蓉,力荐,2017-01-15,    月光宝盒把至尊宝带回到五百年前……然后变成了孙悟空……整个观影过程很欢乐，笑岀眼泪。可是夕阳武士那句话：“他好像条狗诶”，令人有些伤感。《一生所爱》很好听。至尊宝的话“曾经有一份真诚的爱情摆在我面前，但是……如果非要把这份爱加上一个期限，我希望是一万年”令人心酸，再加上感动。
5121,大话西游之大圣娶亲,大黑骡子,还行,2012-11-15,这分数好可怕啊。。紫霞那种爱情观我是不太理解的，等着命定的盖世英雄踏着七彩祥云来娶，这么干只会一辈子孤独终老吧，好男人都是争取来的调教出来的。至于什么失去才珍惜之类的，根本就是废话，整天把分手挂在嘴边，到头来结果不好那是自己作的。朱茵真好看！
5122,大话西游之大圣娶亲,雪后林中有鹿,还行,2017-04-14,多年前我对这部电影无感，多年后依然无感，是我太年轻，还是太年老？
5123,大话西游之大圣娶亲,一剑天铘雪,推荐,2018-03-23,有一种怀旧的感觉在里面，也挺搞笑的
5124,大话西游之大圣娶亲,青青蒹葭,力荐,2018-03-19,总有一天我的意中人会脚踩七彩祥云来娶我。当紫霞仙子离开至尊宝，他才会变成孙悟空。
5125,大话西游之大圣娶亲,顾盼,推荐,2018-03-20,那个人好像一条狗啊。
5126,大话西游之大圣娶亲,千寻亿选,力荐,2011-01-04,大话西游两集的票房高达4600万，位列当年票房第6和第8，怎么会导致星彩公司倒闭呢？
5127,大话西游之大圣娶亲,大作人家王書紀,力荐,2017-04-19,从前看心疼紫霞，她猜不到的结局，我们心知肚明；如今看，绝望至尊宝的宿命，作深情的强盗，晶晶死在眼前，作无情的大圣，紫霞死在怀里，他在自己的两面回旋，两次失去一生所爱，如此五百年，最后戴上金箍，乃是出于必由，而非他的选择。片尾远去的背影，恐怕透着的不会是彻悟，只是绝望而已
5128,大话西游之大圣娶亲,寒枝雀静,推荐,2017-04-14,这应该才算是正宗的“癫狂反向表达温情”吧。谁能想到这么多传统性别关系下的无厘头段子最后却堆叠出关乎爱情的不确定性这一颇为现代的命题，好像是用港式的笑料讲了一遍《倾城之恋》然后改了个结局一样。喷薄而出的情绪搭配迷幻的色彩看上去竟然有点墨镜王。观影中旁边的小姐姐大概表白了一万次朱茵。/ 20.8.7 95min版大银幕二刷   B＋
5129,大话西游之大圣娶亲,掉线🇨🇳,推荐,2013-05-28,【B+】不知道是不是片段看过太多次台词太熟悉的原因，略低于期望。很多细节处理给我一种敷衍了事的感觉，或许可以更好的。话说居然还恶搞了重庆森林。。。。
5130,大话西游之大圣娶亲,陆支羽,推荐,2011-03-03,备忘Mark。《大话西游》系列里面这一部是看最多遍的了。
5131,大话西游之大圣娶亲,喜喜,较差,2012-10-21,我一点都不能理解这种无厘头风格的电影，巨讨厌周星驰的电影！
5132,大话西游之大圣娶亲,鸡蛋煎蛋煎鸡蛋,还行,2017-04-16,只能说那个年代封神无可厚非。现在看来还是会别扭，尤其里面扭曲的爱情观：男主因为内疚而最后爱得要生要死，女主一早就得知男主心意却因一番话就爱得要生要死，还有分手时用的冷暴力。 所以看回今年的西游，印证我的话，周星驰的确没有变。
5133,大话西游之大圣娶亲,29°,力荐,2017-02-14,这个节日，中央6在播这个剧，很应景。
5134,大话西游之大圣娶亲,赫舍里清如,力荐,2017-02-21,重新把星爷的电影看一遍，你会发现跟上一次看到的都不一样，这就是他的电影所特有的魅力。
5135,大话西游之大圣娶亲,徐若风,推荐,2017-04-15,2017加长重映版。应该是在看了无数遍的小学毕业后，第一次再重新完整看一遍。
5136,大话西游之大圣娶亲,qishu,力荐,2013-09-13,人怎么会爱上一个自己讨厌的人呢？城墙上拥吻里的亏欠，你是明白的吧。
5137,大话西游之大圣娶亲,马發財,力荐,2012-03-07,“我的意中人是个盖世英雄，有一天他会穿着金盔金甲，踩着七色的云彩来娶我。我猜中了前头，可是我猜不着这结局…… ”最后的轮回依然执着当初的选择，一切的来回却熬不过命运的艰难。感时花溅泪，恨别鸟惊心。到头来，凄凄切切，令人感伤.8.6
5138,大话西游之大圣娶亲,喵喵咩,还行,2017-04-14,二十多年后的今天再看#大话西游重映# 确认了一件事：这部电影被那么多人奉为“爱情经典”，完全是因为女主角是朱茵。那时候的朱茵真的是惊为天人的美，足以迷住绝大部分男性观众并被奉为女神。排除朱茵这个元素的话，这部电影本身粗制滥造，那些所谓经典台词也平庸刻意。
5139,大话西游之大圣娶亲,尽人事，听天命,推荐,2018-03-20,看过不止一次的电影。紫霞仙子太美了。加上一双会笑的眼睛。。紫霞经典真无人能及！
5140,大话西游之大圣娶亲,shield,还行,2017-02-25,世间总有很多遗憾，不论是戏里还是现实
5141,大话西游之大圣娶亲,猪大勇,推荐,2014-09-26,"我是前几天才看的，无厘头搞笑不能明白这笑点在哪里。最后蛮感动的。不过窝真的不懂为什么至尊宝就爱上紫霞了=,.="
5142,大话西游之大圣娶亲,W之芮,力荐,2018-03-24,很难超越的一部电影，朱茵眨眼：中国电影史上无法复制的惊艳瞬间之一，好美！情话很戳人心
5143,大话西游之大圣娶亲,雪里花蕾,推荐,2018-03-19,该剧以一个搞笑的爱情故事，为我们讲述成长中的信仰、责任、无奈和取舍
5144,大话西游之大圣娶亲,令狐冲,力荐,2017-04-15,当时她的头发离我只有0.01公分，电影结束后，我爱上了这个女人。
5145,大话西游之大圣娶亲,托尼·王大拿,力荐,2013-09-03,看多少遍都不厌倦。
5146,大话西游之大圣娶亲,社会桃儿,力荐,2011-06-12,我看到的是一出痛徹心扉的喜劇，而且這樣的戲以後再也不會有了
5147,大话西游之大圣娶亲,what'swilliam,力荐,2017-04-15,1.旁边有两个初中女生来看，其中一个指着白晶晶问，那个是莫文蔚？另一个回答，好像是吧。2.大银幕看起来真的不一样。3.新出现的那两个妖怪当年被剪掉是对的，因为太。山。寨。了。4.因为新增镜头前半段剪辑很生硬。5.那些20年前的笑点现在还是很好笑啊。6.其实我还是更爱《月光宝盒》。
5148,大话西游之大圣娶亲,E7EVEN,很差,2017-04-18,我喜欢不起来这所谓的经典，重影捞钱，呸！
5149,大话西游之大圣娶亲,koala,力荐,2014-10-26,小时候看不懂的，是“造化弄人”这几个字。小时候我只记得最后决战的千钧一发，我不懂人会真挚的爱上几个人，不懂爱如咳嗽一样是无法抑制的，不懂这世界有那样多我们无从掌控的事，就如命运的轮回，再努力挣扎也跳不出去。在那什么都不懂的当年，留下的只有那一滴泪。而后走上漫漫取经路，一切一肩承担
5150,大话西游之大圣娶亲,Mr. Infamous,力荐,2017-04-13,小时候果真不懂。不知道每个女角色都那么让人伤怀，不知道朱茵美到不可方物之余还令人心缺一角，不知道神经病与理想之间差了朵七彩祥云，不知道一万年的年限会拐个弯来狠咬一口，不知道像椰子的心能把每句实话说得肠断，不知道为什么有人真的会像条狗。不知道如今看还那么搞笑，不知道真这般悲怆。
5151,大话西游之大圣娶亲,momax,力荐,2017-04-11,喜欢的话，在家里多刷几遍就好，不要变成某些人炒冷饭，骗钱的对象！情怀迟早一天要消耗光的！
5152,大话西游之大圣娶亲,西马西塔考古,力荐,2017-04-11,身为在西影厂混过的人告诉大家  11分钟里有牛魔王和铁扇公主吵架的一段 和孔雀精交手的一段还有……
5153,大话西游之大圣娶亲,有心打扰,力荐,2011-08-21,实在是太经典了，这故事、这构思真乃绝迹了。
5154,大话西游之大圣娶亲,萨库拉,力荐,2012-03-17,20170414加长纪念版：朱茵美得找不到词汇，年轻与爱情让她闪闪发光。至尊宝紧箍咒痛到放手的时候真是哭死，一千个读者有一千个哈姆雷特。最后夕阳武士一幕也飙了，反应过来这弥补一吻比La La Land早那么多年。
5155,大话西游之大圣娶亲,琦殿,力荐,2010-02-03,后来才学会反复看
5156,大话西游之大圣娶亲,林探惜,力荐,2013-02-09,“我的意中人是绝世的大英雄，有一天会在万众瞩目的情况下来娶我，身披金甲圣衣，脚踏七彩祥云。我猜着了开头，却没猜着这结局。”——用成熟的心认真从头到尾看下来，竟然这么容易猛戳泪点一次又一次。贪嗔爱欲的是短暂尘世，无欲无求的是西游。“我不是傻，这叫做理想。”
5157,大话西游之大圣娶亲,阿弥陀佛,力荐,2018-03-20,至尊宝和紫霞仙子的感情太感人了，朱茵的经典角色
5158,大话西游之大圣娶亲,救赎.,推荐,2018-03-19,我的意中人是个盖世英雄，有一天他会踏着七彩祥云来娶我，我猜中了开头，却猜不到结局。
5159,大话西游之大圣娶亲,智,力荐,2017-04-08,以前的剧现在再看还是很经典
5160,大话西游之大圣娶亲,胡弃暗,力荐,2017-04-22,紫霞开始多骄傲啊。从今往后这里的一切都是我的，包括你在内。快叫主人。可是，从至尊宝拔出紫青宝剑的那一刻，他们的关系就颠倒了。爱情是多么危险的事物啊。轻而易举就能毁掉一个人的骄傲。就像毒品一样，能让最矜持的人当众大小便失禁。想到自己的孩子早晚也要落入爱情的陷阱，我就难过得浑身发抖。
5161,大话西游之大圣娶亲,蓝色啄木鸟,力荐,2017-03-22,补标经典，那会看紫霞仙子真的惊为天人，痴情又灵气逼人的女神！
5162,大话西游之大圣娶亲,三岁,力荐,2018-03-19,星爷的经典之作，紫霞仙子美的不可方物。
5163,大话西游之大圣娶亲,★☆☆☆☆,还行,2011-03-18,很搞笑，但被网上过度夸大
5164,大话西游之大圣娶亲,凡人,力荐,2018-03-19,无法超越的紫霞仙子，朱茵一笑美呀！星爷的无厘头剧，真是百看不厌
5165,大话西游之大圣娶亲,焰熠,推荐,2018-03-22,小时候看笑了 长大后看哭了 会背那一段一万年的台词了 可是再有没有那个踏着七彩祥云的大英雄了
5166,大话西游之大圣娶亲,乱樂,力荐,2018-01-12,星爷永远的经典
5167,大话西游之大圣娶亲,Vicon,很差,2017-07-30,小时候，看着看着就笑了；长大后，看着看着就tm关了
5168,大话西游之大圣娶亲,陳七歲會快樂,推荐,2017-04-12,  “我的意中人是个盖世英雄，有一天他会踩着七色的云彩来娶我。我猜中了前头，可是我猜不着这结局……”
5169,大话西游之大圣娶亲,Minta,推荐,2015-01-05,你以为你在笑，其实你笑完就会哭。紫霞仙子在美梦中。
5170,大话西游之大圣娶亲,热心网友方先生,力荐,2017-02-05,小时候只是在看搞笑，现在在看一遍。满满的无奈，有很多感慨。不愧是经典之作，看完以后好多画面重现在眼前，至尊宝拔出紫青宝剑那一刻，紫霞拿剑刺向至尊宝那一刻，孙悟空背着金箍棒走出城外的那一刻。这样的结局虽然是不幸的，但世上爱情不就是这样的吗？
5171,大话西游之大圣娶亲,Paco,力荐,2016-07-04,某个周日晚看完，至少连续两周无法出戏，严重影响备考复习，不过太值得了。从此以后我唯一的天朝女神就是那时候的朱茵了，此始而终不改。大话西游两部合成一片来看，赢得了我心中的影史四最：最高境界的无厘头，最私人的大众电影，最无需逼格衡量的仙片，最没有架子的神作。→17.4.23影院二刷。圆满。→20.8.13 影院第三刷with 睡着的fhl。
5172,大话西游之大圣娶亲,Panda的阴影,力荐,2011-11-13,紫霞：我从来都不知道，原来爱一个人是这么痛苦。--唐僧：打雷啦，下雨，收衣服啦！（讲到，我看到的不足之处，顿时产生了这样一种看法：当人们真心喜欢上一部电影时，就会不自觉地忽视、不计较它的不足。电影，如此；人情，也亦如此：爱一个人，真的不是喜欢一个人的全部，而是去包容心爱人的不足？）
5173,大话西游之大圣娶亲,玄马,力荐,2017-04-15,那些说情怀圈钱抵制重映的，真该在现场看看满座的盛况。二十年前的电影还能满座，而现在的这些垃圾二年后还有谁记得？坐我身边的小哥从头欢乐到尾，还不时跺脚拍大腿，到了尾声，小哥摘了眼镜抹眼泪，我都要惊呆了因为我已经看过十几遍了。
5174,大话西游之大圣娶亲,sharon,还行,2017-03-19,或许我是为数不多的不能被紫霞仙子和大圣之间终究错过的爱情所感动的人之一
5175,大话西游之大圣娶亲,我,还行,2017-04-15,我喜欢周星驰，也是不针对周星驰。我要说的是：我们这些拥有香港电影童年的人把香港电影惯坏了，这十年来的香港电影一直在靠买情怀 老套路诱骗观众，说实话这种躺着挣钱的香港明星或导演迟早药丸
5176,大话西游之大圣娶亲,野生的皮皮鲁,力荐,2018-03-20,剧情新颖，台词经典，紫霞仙子太美了！
5177,大话西游之大圣娶亲,Mr.Pink,较差,2017-04-18,我能说这片一点都不好看吗
5178,大话西游之大圣娶亲,护士衫下,还行,2013-09-23,要么是我在错误的时间看的这部片子，要么是错误的我在这时间看的这部片子..要么这片子本身是个错误..反正我看不出来有什么好的..
5179,大话西游之大圣娶亲,潘半仙,推荐,2011-06-05,大量日后被使用的经典台词、造型，无疑这是部优秀电影。从至尊宝到孙悟空的蜕变中，是一个人关于爱情的挣扎和矛盾，从而能引出‘什么是爱？’的思考，而且，电影很聪明的没有告诉我们答案，主题上也另具深意。题外，之前给这部电影打上‘搞笑’、‘喜剧’的标签，现在我全部收回。
5180,大话西游之大圣娶亲,周男神的迷妹YL,力荐,2018-03-15,小时候看到的是乐趣，长大了看到的是无奈。被情所困，困住我们的又何止是情？至尊宝变成了孙悟空，我们又变成了什么？随着年纪的增长看懂了这部电影，其实多想仍旧看不懂啊，可惜时间不可逆。
5181,大话西游之大圣娶亲,波波维奇,推荐,2018-03-19,明明是部喜剧却看哭了很多人。一直都在错过，人生真是太多遗憾。
5182,大话西游之大圣娶亲,甜鱼拌饭酱,力荐,2018-03-19,“曾经有一份真挚的感情摆在我面前，我没有珍惜，如果再给我一次机会，我一定会对那个女孩说一句我爱你，如果非要这份爱上加个期限，我希望是一万年”，感动到泪奔。
5183,大话西游之大圣娶亲,昭苏.林,力荐,2017-04-15,至尊宝在梦里叫了晶晶那个名字九十八次， 叫了紫霞七百八十四次。可是他醒来之后还是想跟晶晶成亲，因为他喜欢晶晶有一条一条理由，理由的存在会让人相信很多事。他不知道自己怎么就会喜欢上紫霞，只是，喜欢真的需要那么多理由吗。我也好想去他的良心里，问一问。
5184,大话西游之大圣娶亲,小熊娃娃,力荐,2009-06-22,★★★★★ [讲堂] 其实真正的命运没那么巧合也没那么简单。
5185,大话西游之大圣娶亲,八月,力荐,2018-03-19,永远的至尊宝，永远的紫霞，最爱的星爷，最爱的西游改编，有星爷无厘头的笑点，但也有动情至深的泪点，再回忆起来，依然是其他西游改编不可比拟
5186,大话西游之大圣娶亲,世界尽头,力荐,2018-03-21,我的心上人是个盖世英雄，会踩着七色白云来接我～这是每个女孩子的愿望吧，紫霞把女生的痴情表现的淋漓尽致。
5187,大话西游之大圣娶亲,梦询,力荐,2018-01-04,经典，看了不知道多少遍了，至尊宝和紫霞仙子看哭了我。一生所爱。
5188,大话西游之大圣娶亲,godzilla,推荐,2018-03-19,不懂是情怀还是什么，觉得以前的演员都特别有灵气。
5189,大话西游之大圣娶亲,橘猫爱吃鱼,力荐,2018-03-20,一部喜剧片如此地打动观众，太有深意了，不愧是经典之作。
5190,大话西游之大圣娶亲,呆萌小七,力荐,2018-03-19,我希望紫霞仙子和至尊宝能在一起长相守！
5191,大话西游之大圣娶亲,社会主义接班人,力荐,2018-03-19,有些人你一旦错过了，即使身披金甲圣衣，脚踏七色云彩，化身为齐天大圣你也追不回来了。 
5192,大话西游之大圣娶亲,真敷衍,很差,2017-04-14,今年的戛纳电影节跟中国完全鸟关系都没有，红毯都懒得去蹭了。我们却还在漆黑狭小的电影院里对着二十三年前被吹上天的电影自我感动，抹一把高潮泪。怎么说才好呢？
5193,大话西游之大圣娶亲,木子μý,力荐,2017-01-02,大学了才在室友的强烈安利下看的。粤语配音看起来有点费劲，不过片子是真的不错。“它好像一条狗啊”现在听起来好像在嘲讽单身狗[😂]星爷那时拍的电影真是很耐看，然而现在……
5194,大话西游之大圣娶亲,小医仙,推荐,2018-03-10,朱茵眨眼是港片最美瞬间之一，紫霞仙子和至尊宝的故事很感人，喜欢这部另类西游。
5195,大话西游之大圣娶亲,biang,力荐,2018-03-19,我的意中人是一位盖世英雄，有一天他会身披金甲圣衣，驾着七彩祥云来娶我。————《大话西游之大圣娶亲 》 
5196,大话西游之大圣娶亲,都是小金猪啊,力荐,2018-03-18,当紫霞仙子看到孙悟空驾着七彩云彩到来时，她的表情看得我想哭   因为我知道结局 心疼仙子
5197,大话西游之大圣娶亲,娜莉梦游仙境,力荐,2016-12-31,喜欢这种魔幻剧，至尊宝和紫霞仙子的爱情很美，却不能在一起。紫霞仙子代表一大批女性，都梦想能有个盖世英雄，脚踏七祥彩云来迎接自己！朱茵在剧中真的很美！至尊宝帅气，孙悟空有点丑！
5198,大话西游之大圣娶亲,七零八落,力荐,2018-03-21,一代经典。朱茵奉献了她最惊艳的表演，紫霞仙子到现在印象还很深刻，还有那几段七色云彩，爱你一万年的经典桥段。
5199,大话西游之大圣娶亲,雨读,较差,2017-04-19,这..是..现象级的过度解读吧..周星驰还是那个周星驰，只是我们对于青春和情怀的捍卫过于执拧。说实话，笑不出，哭不出，至于像条狗的总结陈词，不就是周星驰惯用的将主角都打上市井小民烙印的招数？
5200,大话西游之大圣娶亲,潇湘烟雨,还行,2018-03-20,也看过很多遍了，一直觉得这只是一部还不错的的喜剧片而已，都算不上周星驰最好的作品，不知哪来这么多过度解读后的自我感动，莫名其妙的，怕是导演都没想过这么多
5201,大话西游之大圣娶亲,Maggie,很差,2017-04-08,谁能告诉我这电影到底好在哪?
5202,大话西游之大圣娶亲,瓶子不能倒,力荐,2016-11-13,看了不止五遍了，重映亦去了一次。当紫霞说飞蛾就是这么傻，当孙悟空落寞地远走时，掉下泪来。一生所爱的BGM相当地贴合这个情境，朱茵亦在此片中贡献了她最美的样子和最精彩的表演。至尊宝的梦中，常常回荡的，是紫霞出现时的那一片芦苇。可惜只有开头被猜中，时光寥寥略过，结局是遗憾的。
5203,大话西游之大圣娶亲,婷婷爱八卦,力荐,2018-02-13,周星驰的电影质量可以保证！朱茵太美了！
5204,大话西游之大圣娶亲,遇见彩虹🌈,力荐,2017-11-06,永远的紫霞，朱茵最让我惊艳的瞬间。最后看到城楼相拥的二人泪目了。
5205,大话西游之大圣娶亲,命中注定的爱,还行,2018-03-22,看过无数遍，一直到现在都不明白电影演的是什么，很郁闷，但是很喜欢里面的一句台词“人和妖精都是妈生的，不同的是，人是人他妈生的，妖是妖他妈生的……你妈贵姓啊？”很有深意！
5206,大话西游之大圣娶亲,伊卡洛斯,力荐,2011-05-11,不开心，就算长生不老也没用，开心，就算只能活几天也足够！
5207,大话西游之大圣娶亲,爱情海,推荐,2017-02-25,星爷的无厘头系列，明明是喜剧，看了却是流泪的，正是所谓的笑着流泪，一个人一生中的爱情可能只有一次，错过了就没了。
5208,大话西游之大圣娶亲,、须有时,力荐,2018-02-10,刚又看完大话西游系列忍不住过来拉高一下评分，最爱的国产喜剧电影。
